2023-05-27 23:18:01,102 - common - INFO - Starting synchronous SGD training with 10 workers
2023-05-27 23:18:01,480 - common - DEBUG - Worker_1 is working on a dataset of size 6000
2023-05-27 23:18:01,593 - common - DEBUG - PS got 1/10 updates (from Worker_1, 1/188 (1/1128), epoch 1/6)
2023-05-27 23:18:10,786 - common - DEBUG - PS got 2/10 updates (from Worker_1, 7/188 (7/1128), epoch 1/6)
2023-05-27 23:18:10,859 - common - DEBUG - PS got 3/10 updates (from Worker_3, 7/188 (7/1128), epoch 1/6)
2023-05-27 23:18:10,876 - common - DEBUG - PS got 4/10 updates (from Worker_5, 7/188 (7/1128), epoch 1/6)
2023-05-27 23:18:10,903 - common - DEBUG - PS got 5/10 updates (from Worker_4, 7/188 (7/1128), epoch 1/6)
2023-05-27 23:18:10,922 - common - DEBUG - PS got 6/10 updates (from Worker_10, 7/188 (7/1128), epoch 1/6)
2023-05-27 23:18:10,924 - common - DEBUG - PS got 6/10 updates (from Worker_8, 7/188 (7/1128), epoch 1/6)
2023-05-27 23:18:10,988 - common - DEBUG - PS got 8/10 updates (from Worker_7, 7/188 (7/1128), epoch 1/6)
2023-05-27 23:18:11,063 - common - DEBUG - PS got 9/10 updates (from Worker_6, 7/188 (7/1128), epoch 1/6)
2023-05-27 23:18:11,070 - common - DEBUG - PS got 10/10 updates (from Worker_9, 7/188 (7/1128), epoch 1/6)
2023-05-27 23:18:11,078 - common - DEBUG - PS updated model, global loss is 2.29978985786438, weights norm is 8.86560414342962
2023-05-27 23:18:11,876 - common - DEBUG - PS got 1/10 updates (from Worker_4, 8/188 (8/1128), epoch 1/6)
2023-05-27 23:18:11,988 - common - DEBUG - PS got 2/10 updates (from Worker_3, 8/188 (8/1128), epoch 1/6)
2023-05-27 23:18:12,032 - common - DEBUG - PS got 3/10 updates (from Worker_8, 8/188 (8/1128), epoch 1/6)
2023-05-27 23:18:12,186 - common - DEBUG - PS got 4/10 updates (from Worker_9, 8/188 (8/1128), epoch 1/6)
2023-05-27 23:18:12,289 - common - DEBUG - PS got 5/10 updates (from Worker_2, 8/188 (8/1128), epoch 1/6)
2023-05-27 23:18:12,344 - common - DEBUG - PS got 6/10 updates (from Worker_7, 8/188 (8/1128), epoch 1/6)
2023-05-27 23:18:12,385 - common - DEBUG - PS got 7/10 updates (from Worker_5, 8/188 (8/1128), epoch 1/6)
2023-05-27 23:18:12,422 - common - DEBUG - PS got 8/10 updates (from Worker_10, 8/188 (8/1128), epoch 1/6)
2023-05-27 23:18:12,442 - common - DEBUG - PS got 9/10 updates (from Worker_6, 8/188 (8/1128), epoch 1/6)
2023-05-27 23:18:12,470 - common - DEBUG - PS got 10/10 updates (from Worker_1, 8/188 (8/1128), epoch 1/6)
2023-05-27 23:18:12,549 - common - DEBUG - PS updated model, global loss is 2.297795271873474, weights norm is 8.865626745580713
2023-05-27 23:18:13,512 - common - DEBUG - PS got 1/10 updates (from Worker_2, 9/188 (9/1128), epoch 1/6)
2023-05-27 23:18:13,517 - common - DEBUG - PS got 1/10 updates (from Worker_10, 9/188 (9/1128), epoch 1/6)
2023-05-27 23:18:13,525 - common - DEBUG - PS got 1/10 updates (from Worker_4, 9/188 (9/1128), epoch 1/6)
2023-05-27 23:18:13,532 - common - DEBUG - PS got 4/10 updates (from Worker_3, 9/188 (9/1128), epoch 1/6)
2023-05-27 23:18:13,545 - common - DEBUG - PS got 5/10 updates (from Worker_5, 9/188 (9/1128), epoch 1/6)
2023-05-27 23:18:13,553 - common - DEBUG - PS got 6/10 updates (from Worker_6, 9/188 (9/1128), epoch 1/6)
2023-05-27 23:18:13,559 - common - DEBUG - PS got 7/10 updates (from Worker_7, 9/188 (9/1128), epoch 1/6)
2023-05-27 23:18:13,648 - common - DEBUG - PS got 8/10 updates (from Worker_9, 9/188 (9/1128), epoch 1/6)
2023-05-27 23:18:13,671 - common - DEBUG - PS got 9/10 updates (from Worker_8, 9/188 (9/1128), epoch 1/6)
2023-05-27 23:18:13,728 - common - DEBUG - PS got 10/10 updates (from Worker_1, 9/188 (9/1128), epoch 1/6)
2023-05-27 23:18:13,753 - common - DEBUG - PS updated model, global loss is 2.296822953224182, weights norm is 8.865661170140214
2023-05-27 23:18:14,644 - common - DEBUG - PS got 1/10 updates (from Worker_2, 10/188 (10/1128), epoch 1/6)
2023-05-27 23:18:14,722 - common - DEBUG - PS got 2/10 updates (from Worker_3, 10/188 (10/1128), epoch 1/6)
2023-05-27 23:18:14,731 - common - DEBUG - PS got 3/10 updates (from Worker_7, 10/188 (10/1128), epoch 1/6)
2023-05-27 23:18:14,799 - common - DEBUG - PS got 4/10 updates (from Worker_6, 10/188 (10/1128), epoch 1/6)
2023-05-27 23:18:14,899 - common - DEBUG - PS got 5/10 updates (from Worker_8, 10/188 (10/1128), epoch 1/6)
2023-05-27 23:18:14,933 - common - DEBUG - PS got 6/10 updates (from Worker_1, 10/188 (10/1128), epoch 1/6)
2023-05-27 23:18:14,968 - common - DEBUG - PS got 7/10 updates (from Worker_10, 10/188 (10/1128), epoch 1/6)
2023-05-27 23:18:15,185 - common - DEBUG - PS got 8/10 updates (from Worker_5, 10/188 (10/1128), epoch 1/6)
2023-05-27 23:18:15,195 - common - DEBUG - PS got 9/10 updates (from Worker_4, 10/188 (10/1128), epoch 1/6)
2023-05-27 23:18:15,200 - common - DEBUG - PS got 9/10 updates (from Worker_9, 10/188 (10/1128), epoch 1/6)
2023-05-27 23:18:15,223 - common - DEBUG - PS updated model, global loss is 2.295470643043518, weights norm is 8.865713688433406
2023-05-27 23:18:16,232 - common - DEBUG - PS got 1/10 updates (from Worker_8, 11/188 (11/1128), epoch 1/6)
2023-05-27 23:18:16,234 - common - DEBUG - PS got 1/10 updates (from Worker_1, 11/188 (11/1128), epoch 1/6)
2023-05-27 23:18:16,246 - common - DEBUG - PS got 3/10 updates (from Worker_9, 11/188 (11/1128), epoch 1/6)
2023-05-27 23:18:16,313 - common - DEBUG - PS got 4/10 updates (from Worker_6, 11/188 (11/1128), epoch 1/6)
2023-05-27 23:18:16,454 - common - DEBUG - PS got 5/10 updates (from Worker_7, 11/188 (11/1128), epoch 1/6)
2023-05-27 23:18:16,489 - common - DEBUG - PS got 6/10 updates (from Worker_3, 11/188 (11/1128), epoch 1/6)
2023-05-27 23:18:16,569 - common - DEBUG - PS got 7/10 updates (from Worker_2, 11/188 (11/1128), epoch 1/6)
2023-05-27 23:18:16,578 - common - DEBUG - PS got 7/10 updates (from Worker_4, 11/188 (11/1128), epoch 1/6)
2023-05-27 23:18:16,588 - common - DEBUG - PS got 8/10 updates (from Worker_5, 11/188 (11/1128), epoch 1/6)
2023-05-27 23:18:16,648 - common - DEBUG - PS got 10/10 updates (from Worker_10, 11/188 (11/1128), epoch 1/6)
2023-05-27 23:18:16,659 - common - DEBUG - PS updated model, global loss is 2.2945024728775025, weights norm is 8.865776858613023
2023-05-27 23:18:17,570 - common - DEBUG - PS got 1/10 updates (from Worker_1, 12/188 (12/1128), epoch 1/6)
2023-05-27 23:18:17,605 - common - DEBUG - PS got 2/10 updates (from Worker_7, 12/188 (12/1128), epoch 1/6)
2023-05-27 23:18:17,704 - common - DEBUG - PS got 3/10 updates (from Worker_2, 12/188 (12/1128), epoch 1/6)
2023-05-27 23:18:17,710 - common - DEBUG - PS got 4/10 updates (from Worker_6, 12/188 (12/1128), epoch 1/6)
2023-05-27 23:18:17,804 - common - DEBUG - PS got 5/10 updates (from Worker_3, 12/188 (12/1128), epoch 1/6)
2023-05-27 23:18:17,876 - common - DEBUG - PS got 6/10 updates (from Worker_4, 12/188 (12/1128), epoch 1/6)
2023-05-27 23:18:17,890 - common - DEBUG - PS got 6/10 updates (from Worker_9, 12/188 (12/1128), epoch 1/6)
2023-05-27 23:18:17,908 - common - DEBUG - PS got 8/10 updates (from Worker_8, 12/188 (12/1128), epoch 1/6)
2023-05-27 23:18:17,912 - common - DEBUG - PS got 8/10 updates (from Worker_5, 12/188 (12/1128), epoch 1/6)
2023-05-27 23:18:17,959 - common - DEBUG - PS got 10/10 updates (from Worker_10, 12/188 (12/1128), epoch 1/6)
2023-05-27 23:18:17,967 - common - DEBUG - PS updated model, global loss is 2.2937524557113647, weights norm is 8.865857526052597
2023-05-27 23:18:18,818 - common - DEBUG - PS got 1/10 updates (from Worker_7, 13/188 (13/1128), epoch 1/6)
2023-05-27 23:18:19,046 - common - DEBUG - PS got 2/10 updates (from Worker_5, 13/188 (13/1128), epoch 1/6)
2023-05-27 23:18:19,061 - common - DEBUG - PS got 3/10 updates (from Worker_4, 13/188 (13/1128), epoch 1/6)
2023-05-27 23:18:19,101 - common - DEBUG - PS got 4/10 updates (from Worker_3, 13/188 (13/1128), epoch 1/6)
2023-05-27 23:18:19,117 - common - DEBUG - PS got 5/10 updates (from Worker_8, 13/188 (13/1128), epoch 1/6)
2023-05-27 23:18:19,173 - common - DEBUG - PS got 6/10 updates (from Worker_9, 13/188 (13/1128), epoch 1/6)
2023-05-27 23:18:19,192 - common - DEBUG - PS got 7/10 updates (from Worker_10, 13/188 (13/1128), epoch 1/6)
2023-05-27 23:18:19,279 - common - DEBUG - PS got 8/10 updates (from Worker_6, 13/188 (13/1128), epoch 1/6)
2023-05-27 23:18:19,292 - common - DEBUG - PS got 9/10 updates (from Worker_2, 13/188 (13/1128), epoch 1/6)
2023-05-27 23:18:19,350 - common - DEBUG - PS got 10/10 updates (from Worker_1, 13/188 (13/1128), epoch 1/6)
2023-05-27 23:18:19,361 - common - DEBUG - PS updated model, global loss is 2.2923619031906126, weights norm is 8.865952648455767
2023-05-27 23:18:20,177 - common - DEBUG - PS got 1/10 updates (from Worker_9, 14/188 (14/1128), epoch 1/6)
2023-05-27 23:18:20,232 - common - DEBUG - PS got 2/10 updates (from Worker_8, 14/188 (14/1128), epoch 1/6)
2023-05-27 23:18:20,294 - common - DEBUG - PS got 3/10 updates (from Worker_2, 14/188 (14/1128), epoch 1/6)
2023-05-27 23:18:20,345 - common - DEBUG - PS got 4/10 updates (from Worker_5, 14/188 (14/1128), epoch 1/6)
2023-05-27 23:18:20,473 - common - DEBUG - PS got 5/10 updates (from Worker_3, 14/188 (14/1128), epoch 1/6)
2023-05-27 23:18:20,509 - common - DEBUG - PS got 6/10 updates (from Worker_6, 14/188 (14/1128), epoch 1/6)
2023-05-27 23:18:20,526 - common - DEBUG - PS got 7/10 updates (from Worker_7, 14/188 (14/1128), epoch 1/6)
2023-05-27 23:18:20,563 - common - DEBUG - PS got 8/10 updates (from Worker_4, 14/188 (14/1128), epoch 1/6)
2023-05-27 23:18:20,592 - common - DEBUG - PS got 9/10 updates (from Worker_10, 14/188 (14/1128), epoch 1/6)
2023-05-27 23:18:20,648 - common - DEBUG - PS got 10/10 updates (from Worker_1, 14/188 (14/1128), epoch 1/6)
2023-05-27 23:18:20,669 - common - DEBUG - PS updated model, global loss is 2.290545630455017, weights norm is 8.866072623475008
2023-05-27 23:18:21,582 - common - DEBUG - PS got 1/10 updates (from Worker_4, 15/188 (15/1128), epoch 1/6)
2023-05-27 23:18:21,713 - common - DEBUG - PS got 2/10 updates (from Worker_9, 15/188 (15/1128), epoch 1/6)
2023-05-27 23:18:21,745 - common - DEBUG - PS got 3/10 updates (from Worker_2, 15/188 (15/1128), epoch 1/6)
2023-05-27 23:18:21,746 - common - DEBUG - PS got 3/10 updates (from Worker_8, 15/188 (15/1128), epoch 1/6)
2023-05-27 23:18:21,782 - common - DEBUG - PS got 5/10 updates (from Worker_10, 15/188 (15/1128), epoch 1/6)
2023-05-27 23:18:21,806 - common - DEBUG - PS got 6/10 updates (from Worker_3, 15/188 (15/1128), epoch 1/6)
2023-05-27 23:18:21,825 - common - DEBUG - PS got 6/10 updates (from Worker_7, 15/188 (15/1128), epoch 1/6)
2023-05-27 23:18:21,924 - common - DEBUG - PS got 8/10 updates (from Worker_6, 15/188 (15/1128), epoch 1/6)
2023-05-27 23:18:21,929 - common - DEBUG - PS got 9/10 updates (from Worker_1, 15/188 (15/1128), epoch 1/6)
2023-05-27 23:18:21,930 - common - DEBUG - PS got 9/10 updates (from Worker_5, 15/188 (15/1128), epoch 1/6)
2023-05-27 23:18:21,939 - common - DEBUG - PS updated model, global loss is 2.2912530183792112, weights norm is 8.866212939130703
2023-05-27 23:18:22,104 - common - DEBUG - PS got 1/10 updates (from Worker_6, 16/188 (16/1128), epoch 1/6)
2023-05-27 23:18:22,769 - common - DEBUG - PS got 2/10 updates (from Worker_8, 16/188 (16/1128), epoch 1/6)
2023-05-27 23:18:22,795 - common - DEBUG - PS got 3/10 updates (from Worker_4, 16/188 (16/1128), epoch 1/6)
2023-05-27 23:18:22,817 - common - DEBUG - PS got 4/10 updates (from Worker_3, 16/188 (16/1128), epoch 1/6)
2023-05-27 23:18:23,041 - common - DEBUG - PS got 5/10 updates (from Worker_9, 16/188 (16/1128), epoch 1/6)
2023-05-27 23:18:23,096 - common - DEBUG - PS got 6/10 updates (from Worker_1, 16/188 (16/1128), epoch 1/6)
2023-05-27 23:18:23,146 - common - DEBUG - PS got 7/10 updates (from Worker_5, 16/188 (16/1128), epoch 1/6)
2023-05-27 23:18:23,167 - common - DEBUG - PS got 8/10 updates (from Worker_2, 16/188 (16/1128), epoch 1/6)
2023-05-27 23:18:23,207 - common - DEBUG - PS got 9/10 updates (from Worker_10, 16/188 (16/1128), epoch 1/6)
2023-05-27 23:18:23,236 - common - DEBUG - PS got 10/10 updates (from Worker_7, 16/188 (16/1128), epoch 1/6)
2023-05-27 23:18:23,247 - common - DEBUG - PS updated model, global loss is 2.290500807762146, weights norm is 8.866370110023556
2023-05-27 23:18:24,116 - common - DEBUG - PS got 1/10 updates (from Worker_10, 17/188 (17/1128), epoch 1/6)
2023-05-27 23:18:24,236 - common - DEBUG - PS got 2/10 updates (from Worker_9, 17/188 (17/1128), epoch 1/6)
2023-05-27 23:18:24,319 - common - DEBUG - PS got 3/10 updates (from Worker_2, 17/188 (17/1128), epoch 1/6)
2023-05-27 23:18:24,349 - common - DEBUG - PS got 4/10 updates (from Worker_3, 17/188 (17/1128), epoch 1/6)
2023-05-27 23:18:24,373 - common - DEBUG - PS got 5/10 updates (from Worker_4, 17/188 (17/1128), epoch 1/6)
2023-05-27 23:18:24,431 - common - DEBUG - PS got 5/10 updates (from Worker_1, 17/188 (17/1128), epoch 1/6)
2023-05-27 23:18:24,436 - common - DEBUG - PS got 5/10 updates (from Worker_6, 17/188 (17/1128), epoch 1/6)
2023-05-27 23:18:24,452 - common - DEBUG - PS got 5/10 updates (from Worker_8, 17/188 (17/1128), epoch 1/6)
2023-05-27 23:18:24,513 - common - DEBUG - PS got 9/10 updates (from Worker_5, 17/188 (17/1128), epoch 1/6)
2023-05-27 23:18:24,521 - common - DEBUG - PS got 10/10 updates (from Worker_7, 17/188 (17/1128), epoch 1/6)
2023-05-27 23:18:24,529 - common - DEBUG - PS updated model, global loss is 2.2876150608062744, weights norm is 8.866552563214137
2023-05-27 23:18:25,491 - common - DEBUG - PS got 1/10 updates (from Worker_1, 18/188 (18/1128), epoch 1/6)
2023-05-27 23:18:25,538 - common - DEBUG - PS got 2/10 updates (from Worker_3, 18/188 (18/1128), epoch 1/6)
2023-05-27 23:18:25,545 - common - DEBUG - PS got 3/10 updates (from Worker_9, 18/188 (18/1128), epoch 1/6)
2023-05-27 23:18:25,676 - common - DEBUG - PS got 4/10 updates (from Worker_8, 18/188 (18/1128), epoch 1/6)
2023-05-27 23:18:25,704 - common - DEBUG - PS got 5/10 updates (from Worker_10, 18/188 (18/1128), epoch 1/6)
2023-05-27 23:18:25,768 - common - DEBUG - PS got 6/10 updates (from Worker_6, 18/188 (18/1128), epoch 1/6)
2023-05-27 23:18:25,808 - common - DEBUG - PS got 7/10 updates (from Worker_4, 18/188 (18/1128), epoch 1/6)
2023-05-27 23:18:25,812 - common - DEBUG - PS got 7/10 updates (from Worker_5, 18/188 (18/1128), epoch 1/6)
2023-05-27 23:18:25,935 - common - DEBUG - PS got 9/10 updates (from Worker_7, 18/188 (18/1128), epoch 1/6)
2023-05-27 23:18:25,939 - common - DEBUG - PS got 9/10 updates (from Worker_2, 18/188 (18/1128), epoch 1/6)
2023-05-27 23:18:25,975 - common - DEBUG - PS updated model, global loss is 2.286299991607666, weights norm is 8.866765124189328
2023-05-27 23:18:26,958 - common - DEBUG - PS got 1/10 updates (from Worker_8, 19/188 (19/1128), epoch 1/6)
2023-05-27 23:18:27,037 - common - DEBUG - PS got 2/10 updates (from Worker_9, 19/188 (19/1128), epoch 1/6)
2023-05-27 23:18:27,042 - common - DEBUG - PS got 2/10 updates (from Worker_5, 19/188 (19/1128), epoch 1/6)
2023-05-27 23:18:27,049 - common - DEBUG - PS got 2/10 updates (from Worker_3, 19/188 (19/1128), epoch 1/6)
2023-05-27 23:18:27,055 - common - DEBUG - PS got 2/10 updates (from Worker_2, 19/188 (19/1128), epoch 1/6)
2023-05-27 23:18:27,062 - common - DEBUG - PS got 2/10 updates (from Worker_7, 19/188 (19/1128), epoch 1/6)
2023-05-27 23:18:27,092 - common - DEBUG - PS got 4/10 updates (from Worker_6, 19/188 (19/1128), epoch 1/6)
2023-05-27 23:18:27,099 - common - DEBUG - PS got 4/10 updates (from Worker_4, 19/188 (19/1128), epoch 1/6)
2023-05-27 23:18:27,168 - common - DEBUG - PS got 9/10 updates (from Worker_1, 19/188 (19/1128), epoch 1/6)
2023-05-27 23:18:27,177 - common - DEBUG - PS got 9/10 updates (from Worker_10, 19/188 (19/1128), epoch 1/6)
2023-05-27 23:18:27,223 - common - DEBUG - PS updated model, global loss is 2.286700654029846, weights norm is 8.86699917377444
2023-05-27 23:18:27,914 - common - DEBUG - PS got 1/10 updates (from Worker_8, 20/188 (20/1128), epoch 1/6)
2023-05-27 23:18:28,278 - common - DEBUG - PS got 2/10 updates (from Worker_2, 20/188 (20/1128), epoch 1/6)
2023-05-27 23:18:28,327 - common - DEBUG - PS got 3/10 updates (from Worker_6, 20/188 (20/1128), epoch 1/6)
2023-05-27 23:18:28,345 - common - DEBUG - PS got 4/10 updates (from Worker_1, 20/188 (20/1128), epoch 1/6)
2023-05-27 23:18:28,363 - common - DEBUG - PS got 5/10 updates (from Worker_3, 20/188 (20/1128), epoch 1/6)
2023-05-27 23:18:28,384 - common - DEBUG - PS got 6/10 updates (from Worker_9, 20/188 (20/1128), epoch 1/6)
2023-05-27 23:18:28,430 - common - DEBUG - PS got 7/10 updates (from Worker_4, 20/188 (20/1128), epoch 1/6)
2023-05-27 23:18:28,453 - common - DEBUG - PS got 8/10 updates (from Worker_5, 20/188 (20/1128), epoch 1/6)
