2023-05-28 16:28:59,498 - common - INFO - Starting synchronous SGD training with 10 workers
2023-05-28 16:28:59,926 - common - DEBUG - Worker_1 is working on a dataset of size 6000
2023-05-28 16:29:00,101 - common - DEBUG - Worker_2 is working on a dataset of size 6000
2023-05-28 16:29:00,202 - common - DEBUG - Worker_3 is working on a dataset of size 6000
2023-05-28 16:29:00,461 - common - DEBUG - Worker_4 is working on a dataset of size 6000
2023-05-28 16:29:00,510 - common - DEBUG - PS got 1/10 updates (from Worker_2, 1/188 (1/1128), epoch 1/6)
2023-05-28 16:29:03,710 - common - DEBUG - PS got 7/10 updates (from Worker_7, 2/188 (2/1128), epoch 1/6)
2023-05-28 16:29:03,731 - common - DEBUG - PS got 8/10 updates (from Worker_9, 2/188 (2/1128), epoch 1/6)
2023-05-28 16:29:03,741 - common - DEBUG - PS got 9/10 updates (from Worker_2, 2/188 (2/1128), epoch 1/6)
2023-05-28 16:29:03,760 - common - DEBUG - PS got 10/10 updates (from Worker_6, 2/188 (2/1128), epoch 1/6)
2023-05-28 16:29:03,775 - common - DEBUG - PS updated model, global loss is 2.3036322832107543, weights norm is 8.876326988023154
2023-05-28 16:29:04,708 - common - DEBUG - PS got 1/10 updates (from Worker_6, 3/188 (3/1128), epoch 1/6)
2023-05-28 16:29:04,724 - common - DEBUG - PS got 2/10 updates (from Worker_8, 3/188 (3/1128), epoch 1/6)
2023-05-28 16:29:04,829 - common - DEBUG - PS got 3/10 updates (from Worker_2, 3/188 (3/1128), epoch 1/6)
2023-05-28 16:29:04,830 - common - DEBUG - PS got 3/10 updates (from Worker_4, 3/188 (3/1128), epoch 1/6)
2023-05-28 16:29:04,832 - common - DEBUG - PS got 3/10 updates (from Worker_1, 3/188 (3/1128), epoch 1/6)
2023-05-28 16:29:04,844 - common - DEBUG - PS got 5/10 updates (from Worker_3, 3/188 (3/1128), epoch 1/6)
2023-05-28 16:29:04,915 - common - DEBUG - PS got 7/10 updates (from Worker_7, 3/188 (3/1128), epoch 1/6)
2023-05-28 16:29:04,988 - common - DEBUG - PS got 8/10 updates (from Worker_9, 3/188 (3/1128), epoch 1/6)
2023-05-28 16:29:04,992 - common - DEBUG - PS got 8/10 updates (from Worker_5, 3/188 (3/1128), epoch 1/6)
2023-05-28 16:29:05,019 - common - DEBUG - PS got 10/10 updates (from Worker_10, 3/188 (3/1128), epoch 1/6)
2023-05-28 16:29:05,049 - common - DEBUG - PS updated model, global loss is 2.2900660276412963, weights norm is 8.876371330876554
2023-05-28 16:29:05,781 - common - DEBUG - PS got 1/10 updates (from Worker_8, 4/188 (4/1128), epoch 1/6)
2023-05-28 16:29:06,005 - common - DEBUG - PS got 2/10 updates (from Worker_10, 4/188 (4/1128), epoch 1/6)
2023-05-28 16:29:06,041 - common - DEBUG - PS got 3/10 updates (from Worker_6, 4/188 (4/1128), epoch 1/6)
2023-05-28 16:29:06,195 - common - DEBUG - PS got 4/10 updates (from Worker_9, 4/188 (4/1128), epoch 1/6)
2023-05-28 16:29:06,215 - common - DEBUG - PS got 4/10 updates (from Worker_3, 4/188 (4/1128), epoch 1/6)
2023-05-28 16:29:06,261 - common - DEBUG - PS got 6/10 updates (from Worker_1, 4/188 (4/1128), epoch 1/6)
2023-05-28 16:29:06,278 - common - DEBUG - PS got 7/10 updates (from Worker_7, 4/188 (4/1128), epoch 1/6)
2023-05-28 16:29:06,293 - common - DEBUG - PS got 8/10 updates (from Worker_2, 4/188 (4/1128), epoch 1/6)
2023-05-28 16:29:06,329 - common - DEBUG - PS got 9/10 updates (from Worker_5, 4/188 (4/1128), epoch 1/6)
2023-05-28 16:29:06,357 - common - DEBUG - PS got 10/10 updates (from Worker_4, 4/188 (4/1128), epoch 1/6)
2023-05-28 16:29:06,369 - common - DEBUG - PS updated model, global loss is 2.2616247177124023, weights norm is 8.876534120160498
2023-05-28 16:29:07,000 - common - DEBUG - PS got 1/10 updates (from Worker_8, 5/188 (5/1128), epoch 1/6)
2023-05-28 16:29:07,196 - common - DEBUG - PS got 2/10 updates (from Worker_1, 5/188 (5/1128), epoch 1/6)
2023-05-28 16:29:07,203 - common - DEBUG - PS got 3/10 updates (from Worker_9, 5/188 (5/1128), epoch 1/6)
2023-05-28 16:29:07,392 - common - DEBUG - PS got 4/10 updates (from Worker_2, 5/188 (5/1128), epoch 1/6)
2023-05-28 16:29:07,465 - common - DEBUG - PS got 5/10 updates (from Worker_7, 5/188 (5/1128), epoch 1/6)
2023-05-28 16:29:07,549 - common - DEBUG - PS got 6/10 updates (from Worker_4, 5/188 (5/1128), epoch 1/6)
2023-05-28 16:29:07,576 - common - DEBUG - PS got 7/10 updates (from Worker_10, 5/188 (5/1128), epoch 1/6)
2023-05-28 16:29:07,643 - common - DEBUG - PS got 8/10 updates (from Worker_6, 5/188 (5/1128), epoch 1/6)
2023-05-28 16:29:07,658 - common - DEBUG - PS got 9/10 updates (from Worker_5, 5/188 (5/1128), epoch 1/6)
2023-05-28 16:29:07,671 - common - DEBUG - PS got 10/10 updates (from Worker_3, 5/188 (5/1128), epoch 1/6)
2023-05-28 16:29:07,694 - common - DEBUG - PS updated model, global loss is 2.2304614543914796, weights norm is 8.876918372135615
2023-05-28 16:29:08,591 - common - DEBUG - PS got 1/10 updates (from Worker_1, 6/188 (6/1128), epoch 1/6)
2023-05-28 16:29:08,692 - common - DEBUG - PS got 2/10 updates (from Worker_9, 6/188 (6/1128), epoch 1/6)
2023-05-28 16:29:08,772 - common - DEBUG - PS got 3/10 updates (from Worker_3, 6/188 (6/1128), epoch 1/6)
2023-05-28 16:29:08,896 - common - DEBUG - PS got 4/10 updates (from Worker_7, 6/188 (6/1128), epoch 1/6)
2023-05-28 16:29:08,922 - common - DEBUG - PS got 5/10 updates (from Worker_4, 6/188 (6/1128), epoch 1/6)
2023-05-28 16:29:09,062 - common - DEBUG - PS got 6/10 updates (from Worker_5, 6/188 (6/1128), epoch 1/6)
2023-05-28 16:29:09,121 - common - DEBUG - PS got 7/10 updates (from Worker_10, 6/188 (6/1128), epoch 1/6)
2023-05-28 16:29:09,145 - common - DEBUG - PS got 8/10 updates (from Worker_8, 6/188 (6/1128), epoch 1/6)
2023-05-28 16:29:09,172 - common - DEBUG - PS got 9/10 updates (from Worker_2, 6/188 (6/1128), epoch 1/6)
2023-05-28 16:29:09,173 - common - DEBUG - PS got 9/10 updates (from Worker_6, 6/188 (6/1128), epoch 1/6)
2023-05-28 16:29:09,183 - common - DEBUG - PS updated model, global loss is 2.198186731338501, weights norm is 8.877560341557112
2023-05-28 16:29:10,005 - common - DEBUG - PS got 1/10 updates (from Worker_9, 7/188 (7/1128), epoch 1/6)
2023-05-28 16:29:10,167 - common - DEBUG - PS got 2/10 updates (from Worker_7, 7/188 (7/1128), epoch 1/6)
2023-05-28 16:29:10,200 - common - DEBUG - PS got 3/10 updates (from Worker_8, 7/188 (7/1128), epoch 1/6)
2023-05-28 16:29:10,266 - common - DEBUG - PS got 4/10 updates (from Worker_3, 7/188 (7/1128), epoch 1/6)
2023-05-28 16:29:10,366 - common - DEBUG - PS got 5/10 updates (from Worker_2, 7/188 (7/1128), epoch 1/6)
2023-05-28 16:29:10,375 - common - DEBUG - PS got 6/10 updates (from Worker_6, 7/188 (7/1128), epoch 1/6)
2023-05-28 16:29:10,422 - common - DEBUG - PS got 7/10 updates (from Worker_10, 7/188 (7/1128), epoch 1/6)
2023-05-28 16:29:10,477 - common - DEBUG - PS got 8/10 updates (from Worker_4, 7/188 (7/1128), epoch 1/6)
2023-05-28 16:29:10,482 - common - DEBUG - PS got 8/10 updates (from Worker_1, 7/188 (7/1128), epoch 1/6)
2023-05-28 16:29:10,491 - common - DEBUG - PS got 10/10 updates (from Worker_5, 7/188 (7/1128), epoch 1/6)
2023-05-28 16:29:10,503 - common - DEBUG - PS updated model, global loss is 2.169370102882385, weights norm is 8.878524647824317
2023-05-28 16:29:11,355 - common - DEBUG - PS got 1/10 updates (from Worker_8, 8/188 (8/1128), epoch 1/6)
2023-05-28 16:29:11,372 - common - DEBUG - PS got 2/10 updates (from Worker_10, 8/188 (8/1128), epoch 1/6)
2023-05-28 16:29:11,385 - common - DEBUG - PS got 3/10 updates (from Worker_7, 8/188 (8/1128), epoch 1/6)
2023-05-28 16:29:11,422 - common - DEBUG - PS got 4/10 updates (from Worker_6, 8/188 (8/1128), epoch 1/6)
2023-05-28 16:29:11,471 - common - DEBUG - PS got 5/10 updates (from Worker_3, 8/188 (8/1128), epoch 1/6)
2023-05-28 16:29:11,508 - common - DEBUG - PS got 6/10 updates (from Worker_1, 8/188 (8/1128), epoch 1/6)
2023-05-28 16:29:11,562 - common - DEBUG - PS got 7/10 updates (from Worker_4, 8/188 (8/1128), epoch 1/6)
2023-05-28 16:29:11,647 - common - DEBUG - PS got 8/10 updates (from Worker_9, 8/188 (8/1128), epoch 1/6)
2023-05-28 16:29:11,702 - common - DEBUG - PS got 9/10 updates (from Worker_2, 8/188 (8/1128), epoch 1/6)
2023-05-28 16:29:11,716 - common - DEBUG - PS got 10/10 updates (from Worker_5, 8/188 (8/1128), epoch 1/6)
2023-05-28 16:29:11,728 - common - DEBUG - PS updated model, global loss is 2.130054199695587, weights norm is 8.879876182547147
2023-05-28 16:29:12,737 - common - DEBUG - PS got 1/10 updates (from Worker_7, 9/188 (9/1128), epoch 1/6)
2023-05-28 16:29:12,792 - common - DEBUG - PS got 1/10 updates (from Worker_10, 9/188 (9/1128), epoch 1/6)
2023-05-28 16:29:12,796 - common - DEBUG - PS got 1/10 updates (from Worker_8, 9/188 (9/1128), epoch 1/6)
2023-05-28 16:29:12,905 - common - DEBUG - PS got 4/10 updates (from Worker_3, 9/188 (9/1128), epoch 1/6)
2023-05-28 16:29:12,946 - common - DEBUG - PS got 5/10 updates (from Worker_5, 9/188 (9/1128), epoch 1/6)
2023-05-28 16:29:12,995 - common - DEBUG - PS got 6/10 updates (from Worker_2, 9/188 (9/1128), epoch 1/6)
2023-05-28 16:29:13,011 - common - DEBUG - PS got 7/10 updates (from Worker_6, 9/188 (9/1128), epoch 1/6)
2023-05-28 16:29:13,022 - common - DEBUG - PS got 7/10 updates (from Worker_9, 9/188 (9/1128), epoch 1/6)
2023-05-28 16:29:13,048 - common - DEBUG - PS got 9/10 updates (from Worker_4, 9/188 (9/1128), epoch 1/6)
2023-05-28 16:29:13,091 - common - DEBUG - PS got 10/10 updates (from Worker_1, 9/188 (9/1128), epoch 1/6)
2023-05-28 16:29:13,102 - common - DEBUG - PS updated model, global loss is 2.0943125009536745, weights norm is 8.881620726119744
2023-05-28 16:29:14,057 - common - DEBUG - PS got 1/10 updates (from Worker_6, 10/188 (10/1128), epoch 1/6)
2023-05-28 16:29:14,103 - common - DEBUG - PS got 2/10 updates (from Worker_5, 10/188 (10/1128), epoch 1/6)
2023-05-28 16:29:14,191 - common - DEBUG - PS got 3/10 updates (from Worker_10, 10/188 (10/1128), epoch 1/6)
2023-05-28 16:29:14,274 - common - DEBUG - PS got 4/10 updates (from Worker_2, 10/188 (10/1128), epoch 1/6)
2023-05-28 16:29:14,310 - common - DEBUG - PS got 5/10 updates (from Worker_8, 10/188 (10/1128), epoch 1/6)
2023-05-28 16:29:14,335 - common - DEBUG - PS got 6/10 updates (from Worker_9, 10/188 (10/1128), epoch 1/6)
2023-05-28 16:29:14,346 - common - DEBUG - PS got 6/10 updates (from Worker_1, 10/188 (10/1128), epoch 1/6)
2023-05-28 16:29:14,353 - common - DEBUG - PS got 8/10 updates (from Worker_7, 10/188 (10/1128), epoch 1/6)
2023-05-28 16:29:14,416 - common - DEBUG - PS got 9/10 updates (from Worker_3, 10/188 (10/1128), epoch 1/6)
2023-05-28 16:29:14,427 - common - DEBUG - PS got 10/10 updates (from Worker_4, 10/188 (10/1128), epoch 1/6)
2023-05-28 16:29:14,454 - common - DEBUG - PS updated model, global loss is 2.068022608757019, weights norm is 8.88380874317008
2023-05-28 16:29:15,325 - common - DEBUG - PS got 1/10 updates (from Worker_5, 11/188 (11/1128), epoch 1/6)
2023-05-28 16:29:15,440 - common - DEBUG - PS got 2/10 updates (from Worker_6, 11/188 (11/1128), epoch 1/6)
2023-05-28 16:29:15,541 - common - DEBUG - PS got 3/10 updates (from Worker_9, 11/188 (11/1128), epoch 1/6)
2023-05-28 16:29:15,553 - common - DEBUG - PS got 4/10 updates (from Worker_8, 11/188 (11/1128), epoch 1/6)
2023-05-28 16:29:15,595 - common - DEBUG - PS got 5/10 updates (from Worker_3, 11/188 (11/1128), epoch 1/6)
2023-05-28 16:29:15,609 - common - DEBUG - PS got 6/10 updates (from Worker_7, 11/188 (11/1128), epoch 1/6)
2023-05-28 16:29:15,634 - common - DEBUG - PS got 7/10 updates (from Worker_2, 11/188 (11/1128), epoch 1/6)
2023-05-28 16:29:15,683 - common - DEBUG - PS got 8/10 updates (from Worker_10, 11/188 (11/1128), epoch 1/6)
2023-05-28 16:29:15,689 - common - DEBUG - PS got 9/10 updates (from Worker_1, 11/188 (11/1128), epoch 1/6)
2023-05-28 16:29:15,719 - common - DEBUG - PS got 10/10 updates (from Worker_4, 11/188 (11/1128), epoch 1/6)
2023-05-28 16:29:15,730 - common - DEBUG - PS updated model, global loss is 1.9910921096801757, weights norm is 8.886528547241095
2023-05-28 16:29:16,583 - common - DEBUG - PS got 1/10 updates (from Worker_7, 12/188 (12/1128), epoch 1/6)
2023-05-28 16:29:16,594 - common - DEBUG - PS got 1/10 updates (from Worker_3, 12/188 (12/1128), epoch 1/6)
2023-05-28 16:29:16,697 - common - DEBUG - PS got 3/10 updates (from Worker_8, 12/188 (12/1128), epoch 1/6)
2023-05-28 16:29:16,780 - common - DEBUG - PS got 4/10 updates (from Worker_4, 12/188 (12/1128), epoch 1/6)
2023-05-28 16:29:16,889 - common - DEBUG - PS got 5/10 updates (from Worker_10, 12/188 (12/1128), epoch 1/6)
2023-05-28 16:29:16,978 - common - DEBUG - PS got 6/10 updates (from Worker_6, 12/188 (12/1128), epoch 1/6)
2023-05-28 16:29:16,981 - common - DEBUG - PS got 6/10 updates (from Worker_2, 12/188 (12/1128), epoch 1/6)
2023-05-28 16:29:16,987 - common - DEBUG - PS got 7/10 updates (from Worker_9, 12/188 (12/1128), epoch 1/6)
2023-05-28 16:29:17,016 - common - DEBUG - PS got 9/10 updates (from Worker_5, 12/188 (12/1128), epoch 1/6)
2023-05-28 16:29:17,029 - common - DEBUG - PS got 10/10 updates (from Worker_1, 12/188 (12/1128), epoch 1/6)
2023-05-28 16:29:17,043 - common - DEBUG - PS updated model, global loss is 1.945741069316864, weights norm is 8.889813594089086
2023-05-28 16:29:17,705 - common - DEBUG - PS got 1/10 updates (from Worker_7, 13/188 (13/1128), epoch 1/6)
2023-05-28 16:29:17,882 - common - DEBUG - PS got 2/10 updates (from Worker_4, 13/188 (13/1128), epoch 1/6)
2023-05-28 16:29:18,103 - common - DEBUG - PS got 3/10 updates (from Worker_5, 13/188 (13/1128), epoch 1/6)
2023-05-28 16:29:18,255 - common - DEBUG - PS got 4/10 updates (from Worker_3, 13/188 (13/1128), epoch 1/6)
2023-05-28 16:29:18,276 - common - DEBUG - PS got 5/10 updates (from Worker_10, 13/188 (13/1128), epoch 1/6)
2023-05-28 16:29:18,289 - common - DEBUG - PS got 6/10 updates (from Worker_6, 13/188 (13/1128), epoch 1/6)
2023-05-28 16:29:18,299 - common - DEBUG - PS got 6/10 updates (from Worker_2, 13/188 (13/1128), epoch 1/6)
2023-05-28 16:29:18,357 - common - DEBUG - PS got 8/10 updates (from Worker_9, 13/188 (13/1128), epoch 1/6)
2023-05-28 16:29:18,360 - common - DEBUG - PS got 8/10 updates (from Worker_1, 13/188 (13/1128), epoch 1/6)
2023-05-28 16:29:18,375 - common - DEBUG - PS got 10/10 updates (from Worker_8, 13/188 (13/1128), epoch 1/6)
2023-05-28 16:29:18,387 - common - DEBUG - PS updated model, global loss is 1.883443868160248, weights norm is 8.893696903550957
2023-05-28 16:29:19,335 - common - DEBUG - PS got 1/10 updates (from Worker_2, 14/188 (14/1128), epoch 1/6)
2023-05-28 16:29:19,401 - common - DEBUG - PS got 2/10 updates (from Worker_8, 14/188 (14/1128), epoch 1/6)
2023-05-28 16:29:19,413 - common - DEBUG - PS got 3/10 updates (from Worker_4, 14/188 (14/1128), epoch 1/6)
2023-05-28 16:29:19,415 - common - DEBUG - PS got 3/10 updates (from Worker_3, 14/188 (14/1128), epoch 1/6)
2023-05-28 16:29:19,520 - common - DEBUG - PS got 5/10 updates (from Worker_7, 14/188 (14/1128), epoch 1/6)
2023-05-28 16:29:19,621 - common - DEBUG - PS got 6/10 updates (from Worker_1, 14/188 (14/1128), epoch 1/6)
2023-05-28 16:29:19,625 - common - DEBUG - PS got 6/10 updates (from Worker_5, 14/188 (14/1128), epoch 1/6)
2023-05-28 16:29:19,638 - common - DEBUG - PS got 7/10 updates (from Worker_9, 14/188 (14/1128), epoch 1/6)
2023-05-28 16:29:19,731 - common - DEBUG - PS got 9/10 updates (from Worker_10, 14/188 (14/1128), epoch 1/6)
2023-05-28 16:29:19,741 - common - DEBUG - PS got 10/10 updates (from Worker_6, 14/188 (14/1128), epoch 1/6)
2023-05-28 16:29:19,763 - common - DEBUG - PS updated model, global loss is 1.7826620101928712, weights norm is 8.898267723400323
2023-05-28 16:29:20,645 - common - DEBUG - PS got 1/10 updates (from Worker_5, 15/188 (15/1128), epoch 1/6)
2023-05-28 16:29:20,702 - common - DEBUG - PS got 2/10 updates (from Worker_2, 15/188 (15/1128), epoch 1/6)
2023-05-28 16:29:20,726 - common - DEBUG - PS got 2/10 updates (from Worker_4, 15/188 (15/1128), epoch 1/6)
2023-05-28 16:29:20,764 - common - DEBUG - PS got 4/10 updates (from Worker_6, 15/188 (15/1128), epoch 1/6)
2023-05-28 16:29:20,791 - common - DEBUG - PS got 5/10 updates (from Worker_7, 15/188 (15/1128), epoch 1/6)
2023-05-28 16:29:20,875 - common - DEBUG - PS got 6/10 updates (from Worker_3, 15/188 (15/1128), epoch 1/6)
2023-05-28 16:29:20,884 - common - DEBUG - PS got 7/10 updates (from Worker_9, 15/188 (15/1128), epoch 1/6)
2023-05-28 16:29:20,895 - common - DEBUG - PS got 8/10 updates (from Worker_10, 15/188 (15/1128), epoch 1/6)
2023-05-28 16:29:20,900 - common - DEBUG - PS got 9/10 updates (from Worker_1, 15/188 (15/1128), epoch 1/6)
2023-05-28 16:29:20,904 - common - DEBUG - PS got 9/10 updates (from Worker_8, 15/188 (15/1128), epoch 1/6)
2023-05-28 16:29:20,917 - common - DEBUG - PS updated model, global loss is 1.7280284881591796, weights norm is 8.90350991239078
2023-05-28 16:29:21,835 - common - DEBUG - PS got 1/10 updates (from Worker_5, 16/188 (16/1128), epoch 1/6)
2023-05-28 16:29:21,915 - common - DEBUG - PS got 2/10 updates (from Worker_2, 16/188 (16/1128), epoch 1/6)
2023-05-28 16:29:21,949 - common - DEBUG - PS got 3/10 updates (from Worker_9, 16/188 (16/1128), epoch 1/6)
2023-05-28 16:29:21,970 - common - DEBUG - PS got 4/10 updates (from Worker_3, 16/188 (16/1128), epoch 1/6)
2023-05-28 16:29:21,971 - common - DEBUG - PS got 4/10 updates (from Worker_6, 16/188 (16/1128), epoch 1/6)
2023-05-28 16:29:22,006 - common - DEBUG - PS got 6/10 updates (from Worker_7, 16/188 (16/1128), epoch 1/6)
2023-05-28 16:29:22,012 - common - DEBUG - PS got 7/10 updates (from Worker_10, 16/188 (16/1128), epoch 1/6)
2023-05-28 16:29:22,042 - common - DEBUG - PS got 8/10 updates (from Worker_1, 16/188 (16/1128), epoch 1/6)
2023-05-28 16:29:22,079 - common - DEBUG - PS got 9/10 updates (from Worker_4, 16/188 (16/1128), epoch 1/6)
2023-05-28 16:29:22,122 - common - DEBUG - PS got 10/10 updates (from Worker_8, 16/188 (16/1128), epoch 1/6)
2023-05-28 16:29:22,162 - common - DEBUG - PS updated model, global loss is 1.6856971502304077, weights norm is 8.909379339159763
2023-05-28 16:29:23,105 - common - DEBUG - PS got 1/10 updates (from Worker_2, 17/188 (17/1128), epoch 1/6)
2023-05-28 16:29:23,151 - common - DEBUG - PS got 2/10 updates (from Worker_9, 17/188 (17/1128), epoch 1/6)
2023-05-28 16:29:23,184 - common - DEBUG - PS got 3/10 updates (from Worker_3, 17/188 (17/1128), epoch 1/6)
2023-05-28 16:29:23,187 - common - DEBUG - PS got 3/10 updates (from Worker_4, 17/188 (17/1128), epoch 1/6)
2023-05-28 16:29:23,189 - common - DEBUG - PS got 3/10 updates (from Worker_7, 17/188 (17/1128), epoch 1/6)
2023-05-28 16:29:23,243 - common - DEBUG - PS got 6/10 updates (from Worker_10, 17/188 (17/1128), epoch 1/6)
2023-05-28 16:29:23,299 - common - DEBUG - PS got 7/10 updates (from Worker_6, 17/188 (17/1128), epoch 1/6)
2023-05-28 16:29:23,337 - common - DEBUG - PS got 8/10 updates (from Worker_8, 17/188 (17/1128), epoch 1/6)
2023-05-28 16:29:23,340 - common - DEBUG - PS got 9/10 updates (from Worker_5, 17/188 (17/1128), epoch 1/6)
2023-05-28 16:29:23,342 - common - DEBUG - PS got 9/10 updates (from Worker_1, 17/188 (17/1128), epoch 1/6)
2023-05-28 16:29:23,369 - common - DEBUG - PS updated model, global loss is 1.6211233496665955, weights norm is 8.91582456682275
2023-05-28 16:29:24,284 - common - DEBUG - PS got 1/10 updates (from Worker_2, 18/188 (18/1128), epoch 1/6)
2023-05-28 16:29:24,405 - common - DEBUG - PS got 2/10 updates (from Worker_7, 18/188 (18/1128), epoch 1/6)
2023-05-28 16:29:24,415 - common - DEBUG - PS got 3/10 updates (from Worker_8, 18/188 (18/1128), epoch 1/6)
2023-05-28 16:29:24,465 - common - DEBUG - PS got 4/10 updates (from Worker_3, 18/188 (18/1128), epoch 1/6)
2023-05-28 16:29:24,472 - common - DEBUG - PS got 4/10 updates (from Worker_6, 18/188 (18/1128), epoch 1/6)
2023-05-28 16:29:24,478 - common - DEBUG - PS got 5/10 updates (from Worker_4, 18/188 (18/1128), epoch 1/6)
2023-05-28 16:29:24,506 - common - DEBUG - PS got 7/10 updates (from Worker_5, 18/188 (18/1128), epoch 1/6)
2023-05-28 16:29:24,563 - common - DEBUG - PS got 8/10 updates (from Worker_9, 18/188 (18/1128), epoch 1/6)
2023-05-28 16:29:24,573 - common - DEBUG - PS got 9/10 updates (from Worker_10, 18/188 (18/1128), epoch 1/6)
2023-05-28 16:29:24,633 - common - DEBUG - PS got 10/10 updates (from Worker_1, 18/188 (18/1128), epoch 1/6)
2023-05-28 16:29:24,644 - common - DEBUG - PS updated model, global loss is 1.5307717442512512, weights norm is 8.92286832697595
2023-05-28 16:29:25,449 - common - DEBUG - PS got 1/10 updates (from Worker_4, 19/188 (19/1128), epoch 1/6)
2023-05-28 16:29:25,521 - common - DEBUG - PS got 2/10 updates (from Worker_2, 19/188 (19/1128), epoch 1/6)
2023-05-28 16:29:25,672 - common - DEBUG - PS got 3/10 updates (from Worker_10, 19/188 (19/1128), epoch 1/6)
2023-05-28 16:29:25,693 - common - DEBUG - PS got 4/10 updates (from Worker_3, 19/188 (19/1128), epoch 1/6)
2023-05-28 16:29:25,721 - common - DEBUG - PS got 5/10 updates (from Worker_8, 19/188 (19/1128), epoch 1/6)
2023-05-28 16:29:25,727 - common - DEBUG - PS got 6/10 updates (from Worker_6, 19/188 (19/1128), epoch 1/6)
2023-05-28 16:29:25,756 - common - DEBUG - PS got 7/10 updates (from Worker_9, 19/188 (19/1128), epoch 1/6)
2023-05-28 16:29:25,766 - common - DEBUG - PS got 8/10 updates (from Worker_1, 19/188 (19/1128), epoch 1/6)
2023-05-28 16:29:25,935 - common - DEBUG - PS got 9/10 updates (from Worker_5, 19/188 (19/1128), epoch 1/6)
2023-05-28 16:29:25,963 - common - DEBUG - PS got 10/10 updates (from Worker_7, 19/188 (19/1128), epoch 1/6)
2023-05-28 16:29:26,023 - common - DEBUG - PS updated model, global loss is 1.5067700028419495, weights norm is 8.930283291683596
2023-05-28 16:29:26,764 - common - DEBUG - PS got 1/10 updates (from Worker_4, 20/188 (20/1128), epoch 1/6)
2023-05-28 16:29:26,977 - common - DEBUG - PS got 2/10 updates (from Worker_9, 20/188 (20/1128), epoch 1/6)
2023-05-28 16:29:27,004 - common - DEBUG - PS got 3/10 updates (from Worker_2, 20/188 (20/1128), epoch 1/6)
2023-05-28 16:29:27,115 - common - DEBUG - PS got 4/10 updates (from Worker_6, 20/188 (20/1128), epoch 1/6)
2023-05-28 16:29:27,166 - common - DEBUG - PS got 5/10 updates (from Worker_10, 20/188 (20/1128), epoch 1/6)
2023-05-28 16:29:27,175 - common - DEBUG - PS got 6/10 updates (from Worker_3, 20/188 (20/1128), epoch 1/6)
