2023-05-28 12:39:33,447 - common - INFO - Starting synchronous SGD training with 5 workers
2023-05-28 12:39:33,939 - common - DEBUG - Worker_1 is working on a dataset of size 12000
2023-05-28 12:39:34,214 - common - DEBUG - Worker_2 is working on a dataset of size 12000
2023-05-28 12:39:34,446 - common - DEBUG - PS got 1/5 updates (from Worker_1, 1/375 (1/2250), epoch 1/6)
2023-05-28 12:39:48,941 - common - DEBUG - PS got 4/5 updates (from Worker_2, 28/375 (28/2250), epoch 1/6)
2023-05-28 12:39:48,945 - common - DEBUG - PS got 5/5 updates (from Worker_1, 28/375 (28/2250), epoch 1/6)
2023-05-28 12:39:48,950 - common - DEBUG - PS updated model, global loss is 2.286701774597168, weights norm is 8.943906251312669
2023-05-28 12:39:49,002 - common - DEBUG - PS got 1/5 updates (from Worker_5, 29/375 (29/2250), epoch 1/6)
2023-05-28 12:39:49,522 - common - DEBUG - PS got 2/5 updates (from Worker_2, 29/375 (29/2250), epoch 1/6)
2023-05-28 12:39:49,525 - common - DEBUG - PS got 2/5 updates (from Worker_3, 29/375 (29/2250), epoch 1/6)
2023-05-28 12:39:49,531 - common - DEBUG - PS got 4/5 updates (from Worker_4, 29/375 (29/2250), epoch 1/6)
2023-05-28 12:39:49,554 - common - DEBUG - PS got 5/5 updates (from Worker_1, 29/375 (29/2250), epoch 1/6)
2023-05-28 12:39:49,559 - common - DEBUG - PS updated model, global loss is 2.2911814212799073, weights norm is 8.944164179528283
2023-05-28 12:39:50,064 - common - DEBUG - PS got 1/5 updates (from Worker_2, 30/375 (30/2250), epoch 1/6)
2023-05-28 12:39:50,085 - common - DEBUG - PS got 2/5 updates (from Worker_4, 30/375 (30/2250), epoch 1/6)
2023-05-28 12:39:50,087 - common - DEBUG - PS got 2/5 updates (from Worker_3, 30/375 (30/2250), epoch 1/6)
2023-05-28 12:39:50,096 - common - DEBUG - PS got 3/5 updates (from Worker_5, 30/375 (30/2250), epoch 1/6)
2023-05-28 12:39:50,103 - common - DEBUG - PS got 5/5 updates (from Worker_1, 30/375 (30/2250), epoch 1/6)
2023-05-28 12:39:50,108 - common - DEBUG - PS updated model, global loss is 2.2908029556274414, weights norm is 8.94444016940324
2023-05-28 12:39:50,601 - common - DEBUG - PS got 1/5 updates (from Worker_3, 31/375 (31/2250), epoch 1/6)
2023-05-28 12:39:50,619 - common - DEBUG - PS got 2/5 updates (from Worker_5, 31/375 (31/2250), epoch 1/6)
2023-05-28 12:39:50,621 - common - DEBUG - PS got 2/5 updates (from Worker_1, 31/375 (31/2250), epoch 1/6)
2023-05-28 12:39:50,688 - common - DEBUG - PS got 4/5 updates (from Worker_4, 31/375 (31/2250), epoch 1/6)
2023-05-28 12:39:50,692 - common - DEBUG - PS got 5/5 updates (from Worker_2, 31/375 (31/2250), epoch 1/6)
2023-05-28 12:39:50,703 - common - DEBUG - PS updated model, global loss is 2.2895784854888914, weights norm is 8.944728337017281
2023-05-28 12:39:50,732 - common - DEBUG - PS got 1/5 updates (from Worker_4, 32/375 (32/2250), epoch 1/6)
2023-05-28 12:39:50,781 - common - DEBUG - PS got 2/5 updates (from Worker_2, 32/375 (32/2250), epoch 1/6)
2023-05-28 12:39:51,073 - common - DEBUG - PS got 3/5 updates (from Worker_5, 32/375 (32/2250), epoch 1/6)
2023-05-28 12:39:51,079 - common - DEBUG - PS got 4/5 updates (from Worker_1, 32/375 (32/2250), epoch 1/6)
2023-05-28 12:39:51,085 - common - DEBUG - PS got 5/5 updates (from Worker_3, 32/375 (32/2250), epoch 1/6)
2023-05-28 12:39:51,089 - common - DEBUG - PS updated model, global loss is 2.288441276550293, weights norm is 8.94503176597438
2023-05-28 12:39:51,138 - common - DEBUG - PS got 1/5 updates (from Worker_1, 33/375 (33/2250), epoch 1/6)
2023-05-28 12:39:51,507 - common - DEBUG - PS got 2/5 updates (from Worker_4, 33/375 (33/2250), epoch 1/6)
2023-05-28 12:39:51,563 - common - DEBUG - PS got 3/5 updates (from Worker_3, 33/375 (33/2250), epoch 1/6)
2023-05-28 12:39:51,608 - common - DEBUG - PS got 4/5 updates (from Worker_2, 33/375 (33/2250), epoch 1/6)
2023-05-28 12:39:51,611 - common - DEBUG - PS got 4/5 updates (from Worker_5, 33/375 (33/2250), epoch 1/6)
2023-05-28 12:39:51,618 - common - DEBUG - PS updated model, global loss is 2.2868983268737795, weights norm is 8.945354096981537
2023-05-28 12:39:51,665 - common - DEBUG - PS got 1/5 updates (from Worker_4, 34/375 (34/2250), epoch 1/6)
2023-05-28 12:39:52,064 - common - DEBUG - PS got 2/5 updates (from Worker_3, 34/375 (34/2250), epoch 1/6)
2023-05-28 12:39:52,148 - common - DEBUG - PS got 3/5 updates (from Worker_1, 34/375 (34/2250), epoch 1/6)
2023-05-28 12:39:52,151 - common - DEBUG - PS got 3/5 updates (from Worker_5, 34/375 (34/2250), epoch 1/6)
2023-05-28 12:39:52,153 - common - DEBUG - PS got 4/5 updates (from Worker_2, 34/375 (34/2250), epoch 1/6)
2023-05-28 12:39:52,160 - common - DEBUG - PS updated model, global loss is 2.284801959991455, weights norm is 8.945700595122505
2023-05-28 12:39:52,376 - common - DEBUG - PS got 1/5 updates (from Worker_3, 35/375 (35/2250), epoch 1/6)
2023-05-28 12:39:52,614 - common - DEBUG - PS got 2/5 updates (from Worker_1, 35/375 (35/2250), epoch 1/6)
2023-05-28 12:39:52,627 - common - DEBUG - PS got 3/5 updates (from Worker_5, 35/375 (35/2250), epoch 1/6)
2023-05-28 12:39:52,697 - common - DEBUG - PS got 4/5 updates (from Worker_2, 35/375 (35/2250), epoch 1/6)
2023-05-28 12:39:52,698 - common - DEBUG - PS got 4/5 updates (from Worker_4, 35/375 (35/2250), epoch 1/6)
2023-05-28 12:39:52,705 - common - DEBUG - PS updated model, global loss is 2.2840729713439942, weights norm is 8.946068732537976
2023-05-28 12:39:52,727 - common - DEBUG - PS got 1/5 updates (from Worker_1, 36/375 (36/2250), epoch 1/6)
2023-05-28 12:39:52,732 - common - DEBUG - PS got 1/5 updates (from Worker_5, 36/375 (36/2250), epoch 1/6)
2023-05-28 12:39:52,739 - common - DEBUG - PS got 2/5 updates (from Worker_2, 36/375 (36/2250), epoch 1/6)
2023-05-28 12:39:52,749 - common - DEBUG - PS got 2/5 updates (from Worker_4, 36/375 (36/2250), epoch 1/6)
2023-05-28 12:39:52,755 - common - DEBUG - PS got 3/5 updates (from Worker_3, 36/375 (36/2250), epoch 1/6)
2023-05-28 12:39:52,764 - common - DEBUG - PS updated model, global loss is 2.2787238121032716, weights norm is 8.94645680213257
2023-05-28 12:39:53,273 - common - DEBUG - PS got 1/5 updates (from Worker_4, 37/375 (37/2250), epoch 1/6)
2023-05-28 12:39:53,318 - common - DEBUG - PS got 2/5 updates (from Worker_3, 37/375 (37/2250), epoch 1/6)
2023-05-28 12:39:53,374 - common - DEBUG - PS got 3/5 updates (from Worker_1, 37/375 (37/2250), epoch 1/6)
2023-05-28 12:39:53,390 - common - DEBUG - PS got 4/5 updates (from Worker_5, 37/375 (37/2250), epoch 1/6)
2023-05-28 12:39:53,396 - common - DEBUG - PS got 5/5 updates (from Worker_2, 37/375 (37/2250), epoch 1/6)
